Activity Id,Date,Type,Route Name,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
3edb5002-8708-45cc-be8d-646750a11168,2022-02-20 10:42:50,Running,,2.02,18:22,9:06,6.59,210.0,89,,"","",2022-02-20-104250.gpx
9b204540-e38a-47bb-98eb-82e3b0a803e0,2022-02-09 17:29:11,Running,,1.43,13:58,9:45,6.15,149.0,47,,"","",2022-02-09-172911.gpx
5845e9f7-4aec-4e56-af68-b146218ee374,2021-12-24 11:14:55,Running,,3.05,25:25,8:20,7.21,320.0,113,,"","",2021-12-24-111455.gpx
aff65380-4f37-4127-b910-899c3e5df02a,2021-12-02 15:48:56,Running,,3.12,25:40,8:13,7.30,331.0,171,,"","",2021-12-02-154856.gpx
b0951cd3-2c28-4413-aaf2-bcb8cf4b8a47,2021-11-25 13:41:39,Running,,3.10,24:11,7:48,7.69,328.0,148,,"","",2021-11-25-134139.gpx
abfc8beb-ec3d-48b0-930b-3e8af27a0565,2021-11-21 12:09:12,Running,,3.81,31:36,8:17,7.24,396.0,100,,"","",2021-11-21-120912.gpx
7f409c55-b126-4c0f-885a-85072f348fce,2021-10-26 16:47:23,Running,,3.20,28:03,8:46,6.84,342.0,213,,"","",2021-10-26-164723.gpx
df428f69-225b-429d-bec2-d120f2d826e4,2021-10-21 17:43:24,Running,,3.11,27:27,8:50,6.79,329.0,161,147,"","",2021-10-21-174324.gpx
9a8d7efe-cd46-4f99-9127-5396267dec49,2021-10-18 17:43:34,Running,,3.11,23:52,7:41,7.81,327.0,144,181,"","Great for one day after ultimate ",2021-10-18-174334.gpx
bc3c54ef-7c9a-433c-a479-c2b38399ede5,2021-10-14 17:01:59,Running,,3.12,26:38,8:32,7.03,321.0,72,,"","",2021-10-14-170159.gpx
37b1d835-14a7-4963-afa6-f81538cf87ec,2021-10-04 17:36:14,Running,,1.97,16:26,8:21,7.18,208.0,91,,"","",2021-10-04-173614.gpx
49beeeee-c682-4ea0-9293-7e95e85f4c7b,2021-09-22 17:51:30,Running,,3.11,25:16,8:07,7.39,324.0,101,172,"","Chest a little heavy after mile 2",2021-09-22-175130.gpx
2af8e3ef-5a97-4ce1-a163-e43d335b7b06,2021-09-17 16:14:10,Cycling,,18.57,1:22:37,4:27,13.48,622.0,613,113,"","",2021-09-17-161410.gpx
fe9b8a53-9c97-4d4d-a4b3-437bde039572,2021-09-09 17:05:29,Running,,3.12,26:17,8:25,7.13,335.0,215,180,"","Was fine just tired and lots of hills ",2021-09-09-170529.gpx
39349c99-e60a-4b34-ba80-8c8ae634f73f,2021-09-01 17:23:45,Cycling,,11.50,45:41,3:58,15.10,390.0,371,,"","",2021-09-01-172345.gpx
d461e62c-e23c-4430-8965-dbecab31b307,2021-08-31 18:43:12,Running,,2.24,18:56,8:28,7.08,239.0,139,,"","",2021-08-31-184312.gpx
51fda5da-d8e2-432d-8aa8-4bea29838619,2021-08-22 17:31:27,Running,,2.38,21:16,8:56,6.72,254.0,177,176,"","",2021-08-22-173127.gpx
eda67eca-161f-4730-8cee-6590df5b7f13,2021-08-18 17:53:38,Cycling,,9.04,37:28,4:09,14.47,318.0,224,138,"","",2021-08-18-175338.gpx
0dfe8aec-6951-4bc6-b2d3-151d88e5aa5f,2021-08-14 19:14:43,Running,,2.01,16:19,8:07,7.40,213.0,103,,"","4 days after hurting back somehow ",2021-08-14-191443.gpx
d2af474a-10f4-45d2-b17e-f3ea1eed62b2,2021-08-08 09:57:58,Running,,2.12,19:57,9:26,6.36,220.0,63,176,"","",2021-08-08-095758.gpx
ed1c0af3-7f59-4343-99a9-2e62623c6164,2021-08-04 18:28:39,Running,,0.91,8:46,9:41,6.20,98.0,91,,"","",2021-08-04-182839.gpx
2ce252df-b26c-4ef0-96c5-b9a2746ed022,2021-08-04 18:10:00,Running,,2.29,18:07,7:56,7.57,237.0,51,,"","",2021-08-04-181000.gpx
93903a29-c075-435c-a2ff-b20a066d5b93,2021-07-18 09:44:21,Running,,2.82,22:21,7:56,7.57,288.0,39,,"","Legs felt fine, it was really humid so stopped ",2021-07-18-094421.gpx
86c43ad1-7042-4efa-83e2-206b4a128091,2021-07-10 16:43:13,Running,,3.15,25:58,8:14,7.28,326.0,82,,"","Legs felt good, chest a little heavy but recovered fast ",2021-07-10-164313.gpx
c17704fa-2f43-4c57-918b-d67b357e581b,2021-07-04 16:39:17,Cycling,,8.15,32:22,3:58,15.11,259.0,538,,"","",2021-07-04-163917.gpx
d1e82866-fce6-4a05-9b91-5d5a57d3bc3f,2021-07-02 17:24:56,Cycling,,15.20,1:11:11,4:41,12.81,476.0,878,145,"","",2021-07-02-172456.gpx
8f13e0b9-b89f-4fed-984b-ab4318a875bf,2021-07-01 10:41:10,Cycling,,7.12,41:06,5:46,10.40,211.0,258,98,"","Up north with dad ",2021-07-01-104110.gpx
7c0023b4-b149-45e8-846f-0165288cd631,2021-06-27 12:27:30,Cycling,,15.25,1:01:00,4:00,15.00,507.0,574,152,"","",2021-06-27-122730.gpx
10057ec0-3f5a-48b1-9094-faf13ffde096,2021-06-24 06:47:52,Running,,3.27,34:27,10:32,5.69,339.0,87,162,"","With J, outside ",2021-06-24-064752.gpx
fdfe7d2c-2faf-4dba-b425-69387cd616a1,2021-06-19 08:38:42,Cycling,,18.52,1:21:57,4:26,13.56,624.0,586,136,"","",2021-06-19-083842.gpx
7bc8d437-79a1-41e2-97d0-e348281c1bd4,2021-06-18 10:21:11,Running,,2.67,24:31,9:11,6.54,276.0,66,,"","Hot ",2021-06-18-102111.gpx
86c8ee17-bf21-47cf-a4c0-07578e4df51a,2021-06-13 08:43:33,Cycling,,20.69,1:32:48,4:29,13.38,707.0,649,132,"","",2021-06-13-084333.gpx
313b8d28-87ac-4039-b837-0c1a789e00ae,2021-06-12 08:39:34,Running,,3.44,37:39,10:58,5.47,354.0,116,,"","",2021-06-12-083934.gpx
bf46ad74-d4af-4263-a2a9-1acf1c04b9db,2021-06-05 09:00:52,Running,,0.31,3:09,10:19,5.82,30.0,7,,"","Cool down ",2021-06-05-090052.gpx
a932ce1a-899b-4983-9a88-f61c5d0a6b42,2021-06-05 08:37:59,Running,,2.39,20:56,8:46,6.84,245.0,44,,"","5 days after first ultimate game and left hamstring was sore before but not during this run.  Very hot and humid ",2021-06-05-083759.gpx
84d684d6-d5ca-4066-b84b-dd82b164b47e,2021-05-31 08:47:14,Cycling,,15.30,1:12:22,4:44,12.68,507.0,528,,"","",2021-05-31-084714.gpx
3bbac85d-1f19-4dad-9ce8-82a13151dc8e,2021-05-24 18:54:55,Running,,3.54,30:11,8:32,7.03,370.0,141,174,"","Very humid ",2021-05-24-185455.gpx
26e77182-f5bf-444b-ae95-d4c34169f494,2021-05-23 16:22:00,Cycling,,7.51,31:57,4:15,14.11,248.0,144,145,"","",2021-05-23-162200.gpx
bdd2be6f-330f-4ed7-ab45-2244752e7130,2021-05-20 17:52:35,Running,,1.09,9:33,8:47,6.83,111.0,13,,"","",2021-05-20-175235.gpx
71ece29d-34c1-43c4-a756-6d39ff4e060b,2021-05-18 16:48:39,Running,,4.02,33:38,8:22,7.18,418.0,120,179,"","With Nate ",2021-05-18-164839.gpx
9babf84e-3e3b-4383-a47f-5e447a1f1424,2021-05-15 12:01:58,Cycling,,13.32,1:00:17,4:32,13.26,450.0,559,,"","",2021-05-15-120158.gpx
5e089731-d35b-49b0-a644-ef40cc5845dd,2021-05-11 17:35:43,Running,,4.71,40:15,8:32,7.03,484.0,78,170,"","",2021-05-11-173543.gpx
88f9c8a6-0416-4820-86a8-c14af0385b62,2021-05-06 16:59:18,Running,,4.03,33:34,8:20,7.21,418.0,122,,"","",2021-05-06-165918.gpx
4ccd1c34-86c0-46d5-9202-4df671b516ad,2021-05-03 18:16:40,Running,,0.23,3:28,14:52,4.04,20.0,2,,"","Cool down ",2021-05-03-181640.gpx
27869bca-f193-4fd2-b542-76f4dbd34fcf,2021-05-03 17:50:41,Running,,3.12,25:23,8:08,7.38,323.0,76,166,"","",2021-05-03-175041.gpx
96996b07-84da-4d76-b992-c0e2bc44d120,2021-04-28 16:50:51,Running,,3.71,30:16,8:10,7.35,384.0,92,172,"","",2021-04-28-165051.gpx
9bdd8099-7b30-45f6-b06b-fd16f08dc155,2021-04-22 18:15:40,Cycling,,6.18,27:57,4:31,13.27,213.0,177,148,"","First ride of 2021",2021-04-22-181540.gpx
94484f38-eb37-4878-b6b9-5111e38b9d38,2021-04-21 17:19:29,Running,,3.13,26:35,8:30,7.05,326.0,107,,"","",2021-04-21-171929.gpx
76723dad-0163-4d2a-9d4b-5ab144ca33c4,2021-04-16 16:48:48,Walking,,0.77,15:42,20:30,2.93,54.0,17,,"","",2021-04-16-164848.gpx
c955d37b-90bf-4bb4-97f5-47da88f88f7c,2021-04-16 16:18:01,Running,,3.12,27:52,8:56,6.72,290.602,424,185,"","",
a951bbc2-7590-4ccc-801f-459b475e2418,2021-04-05 17:37:42,Running,,1.47,18:47,12:48,4.69,140.0,34,,"","A few days after hurting my back ",2021-04-05-173742.gpx
6344a186-85cc-45f4-ad90-13eefe03aff3,2021-03-29 17:21:33,Running,,4.01,36:05,9:00,6.67,413.0,86,175,"","",2021-03-29-172133.gpx
46f6c438-1008-4177-bebb-45bcb8ae69ee,2021-03-22 17:10:59,Running,,3.13,25:43,8:13,7.31,324.0,85,,"","",2021-03-22-171059.gpx
a69c8539-5510-4bb5-be18-8663eee40b6a,2021-03-18 17:08:51,Running,,3.53,29:34,8:23,7.16,367.0,121,,"","",2021-03-18-170851.gpx
fc70a8a5-b409-4f42-9046-e54ea32e9fe5,2021-03-11 17:09:43,Running,,3.12,27:27,8:48,6.81,324.0,106,,"","",2021-03-11-170943.gpx
01ad8aa2-7808-4b78-b58d-e25ed069bc34,2021-03-08 17:15:37,Running,,2.31,20:36,8:55,6.73,239.0,63,,"","",2021-03-08-171537.gpx
4792bbfa-d655-4bff-b973-087b94162b28,2021-01-04 16:18:08,Running,,3.25,25:15,7:46,7.73,345.0,206,166,"","",2021-01-04-161808.gpx
747296e5-140a-421f-a74a-60fdc444abb7,2020-12-28 12:22:16,Running,,4.06,34:48,8:35,6.99,434.0,270,,"","",2020-12-28-122216.gpx
fb88b144-3c1a-4ab9-b228-20c5c5b2668f,2020-12-13 13:51:05,Running,,5.45,45:50,8:24,7.14,594.0,431,173,"","It was actually 10k at 51:19",2020-12-13-135105.gpx
1beb8016-8238-4938-8fac-1d4c46c99e3f,2020-12-06 14:54:13,Running,,5.46,50:33,9:16,6.47,582.0,426,112,"","",2020-12-06-145413.gpx
28363aab-4869-401a-8a4c-211a9a0db274,2020-11-28 14:26:58,Running,,3.11,23:19,7:30,7.99,332.0,186,150,"","",2020-11-28-142658.gpx
09bad31c-ff9c-48f1-83e6-7c2738a480c5,2020-11-26 10:01:22,Running,,6.32,59:52,9:29,6.33,665.0,352,145,"","",2020-11-26-100122.gpx
aaf07f5a-bf96-4799-b74d-c1ca549eff75,2020-11-24 15:48:55,Running,,3.93,33:21,8:29,7.07,419.0,253,,"","",2020-11-24-154855.gpx
8df2d23c-fdda-478a-9606-8bc66694314c,2020-11-22 15:44:37,Running,,2.56,22:05,8:38,6.94,244.704,174,168,"","",
235f91a4-2183-425b-8f4d-0ab37919cb58,2020-11-05 16:59:14,Running,,2.36,17:28,7:25,8.09,247.0,87,,"","",2020-11-05-165914.gpx
db3cbf1d-75b8-4f98-bdef-36bee4ac6b2d,2020-11-03 16:15:21,Running,,4.04,32:13,7:58,7.53,418.0,119,155,"","",2020-11-03-161521.gpx
dcbcb89f-58f5-4112-a986-b34558be62a8,2020-10-31 14:00:00,Running,,4.05,31:54,7:52,7.62,418.0,93,,"","",2020-10-31-140000.gpx
1b4f5d40-b121-41fa-a3e4-10dde35ad941,2020-10-25 10:04:12,Running,,4.07,35:45,8:47,6.83,420.537999999999,326,176,"","",
02825310-7777-4c98-9b27-1a23ac043b04,2020-10-16 17:12:50,Running,,4.27,33:28,7:51,7.65,396.148000000001,387,150,"","",
d17e229a-abd6-4e04-bba0-6e71df061502,2020-10-14 16:39:43,Running,,4.61,52:09,11:19,5.30,414.598999999999,564,144,"","",
71d7b349-9157-47c5-a80b-8c3b22019725,2020-10-11 10:33:26,Running,,7.03,1:10:09,9:59,6.01,748.0,325,,"","It was over 10 but it paused ",2020-10-11-103326.gpx
9e9f541b-a72d-48d8-bd01-e6298882e6bc,2020-10-08 17:13:14,Running,,4.38,37:23,8:32,7.03,429.0,119,,"","",2020-10-08-171314.gpx
a36425b0-febf-492f-8632-60ccbdb94b9a,2020-10-06 17:48:31,Running,,1.40,21:45,15:36,3.85,124.0,37,,"","Walk ",2020-10-06-174831.gpx
83272416-ec39-4c6d-9680-f2cc81845a83,2020-10-06 17:25:06,Running,,2.32,19:23,8:21,7.18,239.0,102,,"","Outside , 80 F, did some intervals to start.  Calves and left quad tired. ",2020-10-06-172506.gpx
81329866-ac09-4674-ab79-7a9c883bce6a,2020-10-04 12:30:45,Cycling,,11.89,43:20,3:39,16.46,399.0,292,,"","",2020-10-04-123045.gpx
b180a291-36cd-4eb4-9d33-fc18748542fd,2020-10-02 17:23:45,Running,,3.11,23:02,7:25,8.09,323.0,110,,"","Felt good but tiring for quads and lungs.  Was chilly today - 50F",2020-10-02-172345.gpx
35f1db63-1ced-4f38-8201-707c5b08ef9c,2020-09-30 16:34:18,Running,,8.15,1:14:40,9:10,6.55,845.0,228,,"","Outside with J",2020-09-30-163418.gpx
8b3f4bfa-24f4-4f74-8021-d33dfe7ae6e7,2020-09-26 11:45:19,Cycling,,20.29,1:17:48,3:50,15.65,723.0,550,,"","",2020-09-26-114519.gpx
367dd9cb-beb4-40af-b399-f09083870e8e,2020-09-23 17:24:50,Running,,7.46,1:11:53,9:38,6.23,758.0,213,,"","",2020-09-23-172450.gpx
5f28d634-1d5c-49e9-af78-34bd512dccf7,2020-09-22 17:07:16,Cycling,,10.59,40:05,3:47,15.85,349.0,318,,"","",2020-09-22-170716.gpx
fea6d825-5a86-44b9-b48c-b2480f9b0d17,2020-09-19 18:39:32,Running,,3.11,22:33,7:16,8.26,323.0,100,,"","",2020-09-19-183932.gpx
2c0e28e4-f0fd-4382-9340-0975c9362277,2020-09-16 16:41:21,Running,,6.45,1:03:22,9:50,6.10,677.0,249,,"","Slower run with J",2020-09-16-164121.gpx
fe8dcaa0-ea4b-4bc8-bdca-4e9991e4509b,2020-09-14 17:18:26,Running,,3.70,29:25,7:58,7.54,388.0,158,,"","",2020-09-14-171826.gpx
6dc4da7c-ff1f-49c2-b6e7-0064ee283369,2020-09-12 10:11:50,Running,,3.34,27:12,8:08,7.37,346.0,81,,"","Felt good.  Stopped bc I’m biking tomorrow ",2020-09-12-101150.gpx
0f8f21d6-c641-44e7-b522-0d646c925e01,2020-09-08 18:12:32,Running,,1.13,16:00,14:08,4.24,101.0,13,,"","",2020-09-08-181232.gpx
920bc5cb-181f-449a-b6d5-b7fc80190d55,2020-09-08 17:35:00,Running,,4.07,31:47,7:49,7.68,427.0,159,,"","Colder out.  Under armor ",2020-09-08-173500.gpx
f7ff979b-c306-43d7-8317-7375405a8d2a,2020-09-03 17:58:05,Running,,3.11,24:02,7:44,7.75,321.0,80,,"","Immediately following an 8 mile bike ride as a warmup ",2020-09-03-175805.gpx
fd8082d7-5fc8-4f44-b16a-46b111d49e4d,2020-08-31 18:09:37,Running,,5.00,45:00,9:00,6.67,530.484927005005,0,,"","Outside towards Edina and back.  Actual tome was way off.  Approximately 9 mins/mile",
5b127a30-704d-4d66-815a-503539c8eeb4,2020-08-26 17:12:21,Running,,4.33,38:19,8:51,6.78,448.0,143,,"","Close to fainting really .  Very tired with J but good push ",2020-08-26-171221.gpx
99c5e639-3bdd-4691-b828-596f024f79f1,2020-08-25 16:41:59,Running,,3.06,30:22,9:56,6.04,319.0,100,,"","Can’t handle the heat",2020-08-25-164159.gpx
ed10d067-9f3d-4986-9724-73dc6406c5ca,2020-08-23 18:09:35,Cycling,,15.17,56:18,3:43,16.17,492.0,370,,"","5.7 miles to parents house.  Humid !",2020-08-23-180935.gpx
93041ec8-4ac8-4310-91fc-0cffa0eace72,2020-08-21 07:17:40,Running,,3.38,27:02,8:00,7.50,353.0,109,,"","",2020-08-21-071740.gpx
a05e8887-5dc7-4b89-89af-ab5ad3316d19,2020-08-17 17:27:06,Running,,3.11,22:57,7:24,8.12,321.0,69,,"","Outside, no compressors , not as hot as before . Sub 23!",2020-08-17-172706.gpx
5d6ac95e-efa2-4788-ac60-5bdefa9ace5e,2020-08-16 16:18:31,Cycling,,16.41,1:00:22,3:41,16.30,563.0,392,,"","1hr speed ride.  Hoooot. ",2020-08-16-161831.gpx
8d458cd0-afea-40a5-9a33-594b6c9d100d,2020-08-14 16:37:28,Running,,4.50,40:13,8:56,6.72,466.0,138,,"","Working back to a 10k! Hot and humid today.  Chest was ok, no pain but def cardio was limiting factor m.",2020-08-14-163728.gpx
51646bc5-fc8b-4505-92a3-f1fc0f08bf5a,2020-08-13 20:30:06,Cycling,,3.56,15:23,4:20,13.86,125.0,82,,"","",2020-08-13-203006.gpx
8e076dd8-e01a-4c59-a4e1-611d20e627b3,2020-08-10 18:01:12,Running,,0.95,11:09,11:44,5.11,94.0,16,,"","Jog after a longer run ",2020-08-10-180112.gpx
7516cf07-049d-48d3-b1e5-7627c4505fef,2020-08-10 17:30:44,Running,,3.11,25:01,8:04,7.44,322.0,98,,"","Felt good.  ",2020-08-10-173044.gpx
6937370b-f731-4cb0-a59b-787cdcfc861d,2020-08-06 17:53:01,Cycling,,11.64,45:49,3:56,15.24,403.0,271,,"","Felt ok",2020-08-06-175301.gpx
ab0fb9ca-b055-49e3-8eab-eb3359d0d48e,2020-08-04 17:51:22,Running,,4.56,39:26,8:39,6.94,476.0,213,,"","",2020-08-04-175122.gpx
9542d0db-12cd-471b-86a3-3d85c5f76606,2020-07-28 17:25:52,Running,,3.37,29:31,8:45,6.86,347.0,73,,"","Ok, better than expected after not sleeping well for a while ",2020-07-28-172552.gpx
cc4d8e2e-b3d0-4104-9383-01c0db686541,2020-07-20 18:22:43,Running,,4.01,31:27,7:51,7.64,414.0,118,,"","Calf compressor on left leg.  Legs felt great.  Chest felt a little tight after 2 miles ",2020-07-20-182243.gpx
b47a3810-261a-4157-a1b8-f4c6b8cc281a,2020-07-14 20:43:52,Running,,3.10,24:54,8:02,7.47,322.0,84,,"","",2020-07-14-204352.gpx
38eaabd7-32f3-4d9b-8f26-3c48b84ceaab,2020-07-12 12:12:39,Cycling,,45.70,2:50:00,3:43,16.13,1823.98999227158,0,,"","With Zach and J. Ran out of water so ended early. ",
f2fde548-db45-4841-b3c6-c40eb119ec5b,2020-07-10 15:49:12,Cycling,,4.74,20:30,4:20,13.86,160.0,122,,"","",2020-07-10-154912.gpx
3528fc93-62f1-4386-80e5-5546682ad77f,2020-07-09 18:36:31,Cycling,,11.69,44:45,3:50,15.67,415.0,255,,"","",2020-07-09-183631.gpx
ebb2dff0-e61b-4dfb-89bf-910b8111b1a6,2020-07-07 07:16:59,Running,,3.11,25:08,8:05,7.43,323.0,79,,"","Really hot and humid, ran with Nate ",2020-07-07-071659.gpx
adc674da-a06c-46d6-bbfb-6a46aa051189,2020-07-05 15:25:11,Cycling,,16.36,1:05:57,4:02,14.88,571.0,347,,"","Hot outside ",2020-07-05-152511.gpx
f4dce66b-6d41-4847-be70-cf0b38f49d60,2020-07-03 08:22:26,Running,,2.46,21:19,8:41,6.91,253.0,51,,"","Outside.  Heat index above 90.  After a 15 mile bike ride yesterday ",2020-07-03-082226.gpx
4601929c-1d0f-43f5-81e6-8d06d194c84a,2020-07-02 18:15:49,Cycling,,15.74,1:05:28,4:10,14.43,525.0,373,,"","",2020-07-02-181549.gpx
3845aaef-51eb-4a2d-97ee-9056b63f35d6,2020-06-27 14:11:03,Cycling,,14.00,1:00:00,4:17,14.00,508.452980477566,0,,"","Same as other ride today I just recorded half of it.  ",
13aeb101-7b1e-4379-8f23-3725bd037a1c,2020-06-27 10:59:51,Cycling,,15.09,58:45,3:54,15.41,526.0,359,,"","With J, Eric Dinges, and Zach ringer . New bike and the new clip in shoes.  Felt great ",2020-06-27-105951.gpx
1512975b-7cfe-412e-b2af-4c5ef881ffd7,2020-06-24 17:48:35,Running,,3.10,23:07,7:28,8.04,318.0,63,,"","Outside , no compressors.  Lungs felt like the limiting factor as opposed to legs. ",2020-06-24-174835.gpx
f7733287-ebff-4b85-93e6-ddcb044fec33,2020-06-20 11:00:51,Running,,3.06,26:46,8:45,6.86,322.59682522792,0,,"","With J, no compressors . Outside after 15 mile bike ride ",
8380d403-8aa7-4e1c-8b99-fff0c6402641,2020-06-20 09:26:12,Cycling,,15.89,1:00:56,3:50,15.65,530.0,390,,"","With J, first with new bike ",2020-06-20-092612.gpx
27d9ec2c-b3b5-4e44-95b4-2bbdbd8d85b4,2020-06-16 07:05:32,Running,,6.22,56:05,9:01,6.66,631.0,138,,"","Felt ok.  Fatigued in right calf and left quad but no pain.  Outside.  No compressors.",2020-06-16-070532.gpx
ab9f8fad-c80a-4075-9a86-f9eeb16a7222,2020-06-14 09:56:01,Cycling,,23.20,1:38:42,4:15,14.10,798.0,632,,"","With J and Zach ringer ",2020-06-14-095601.gpx
6e000395-4dd1-48c7-9a07-d99dc0656077,2020-06-11 17:33:09,Cycling,,21.58,1:49:29,5:04,11.82,738.0,665,,"","",2020-06-11-173309.gpx
fe0525d8-26d7-46a0-97d7-f384c6b5b1f9,2020-06-10 17:24:39,Running,,4.55,38:11,8:24,7.14,453.0,120,,"","Outside, no compressors, myself.  Everything felt great ",2020-06-10-172439.gpx
2ae0db3d-7796-4861-95dd-2268410c22c1,2020-06-06 09:53:47,Running,,6.55,59:52,9:08,6.56,667.0,289,,"","",2020-06-06-095347.gpx
12ced795-4263-4ad0-91db-6a826a102d1f,2020-06-02 10:45:02,Running,,5.01,47:40,9:31,6.31,517.0,139,,"","Outside with Avi and J, no compressors ",2020-06-02-104502.gpx
43f91a97-608d-41f7-a20c-d9664537a936,2020-05-31 15:13:23,Running,,3.10,24:53,8:01,7.48,321.0,78,,"","Outside ,no compressors , after a light weight workout ",2020-05-31-151323.gpx
625770b5-ea5e-4d88-8f7a-f20bc42610f9,2020-05-30 17:19:32,Cycling,,4.04,20:04,4:58,12.07,139.0,65,,"","With soc ",2020-05-30-171932.gpx
13f58a5f-d709-42e6-8f5b-9374a3393fb4,2020-05-30 15:45:49,Cycling,,9.63,52:36,5:28,10.98,321.0,261,,"","",2020-05-30-154549.gpx
008871ae-c806-4e3e-980e-d303bf8923db,2020-05-28 18:46:08,Running,,4.76,45:13,9:30,6.32,494.0,160,,"","Outside no compressors ",2020-05-28-184608.gpx
58e61eff-decb-4577-ba7d-6d8a603056c0,2020-05-26 12:15:52,Running,,4.82,50:49,10:33,5.69,477.0,110,,"","No compressors, with J ",2020-05-26-121552.gpx
42cb8c84-bede-4457-a666-f06cf686e1b4,2020-05-24 15:18:19,Running,,3.10,24:47,7:59,7.51,321.0,79,,"","",2020-05-24-151819.gpx
1cc1c9c2-5e5e-4b17-bd37-7458d23a204c,2020-05-23 16:42:40,Running,,2.77,25:09,9:04,6.62,282.0,80,,"","Quads felt gassed ",2020-05-23-164240.gpx
b2d7518b-e0c0-4758-af58-c0d1303b441c,2020-05-20 17:00:59,Running,,3.53,31:45,9:00,6.67,366.0,108,,"","Outside, ran with J, no compressors ",2020-05-20-170059.gpx
4bb85110-193a-42bf-8f91-5b3ab590bbd9,2020-05-18 17:19:18,Running,,3.10,23:13,7:29,8.01,323.0,97,,"","Outside myself no compressors !",2020-05-18-171918.gpx
df94ec44-c0dc-473f-98ea-f06033f0dbf0,2020-05-15 16:32:58,Running,,4.54,43:00,9:28,6.33,479.0,204,,"","Middle left quad was a little achy.  Outside with J",2020-05-15-163258.gpx
d3e752e7-fc2f-4de5-b10f-e655992063a5,2020-05-14 17:17:08,Cycling,,12.55,55:21,4:25,13.60,430.0,380,,"","",2020-05-14-171708.gpx
965b8487-9859-4f09-b136-ed053f88eeca,2020-05-10 19:17:09,Running,,2.83,28:15,9:59,6.01,296.0,91,,"","",2020-05-10-191709.gpx
f8c7ec8e-e7fb-47eb-9293-fd7852f501c9,2020-05-09 15:29:06,Running,,3.10,23:41,7:38,7.86,320.0,89,,"","By myself outside no compressors ",2020-05-09-152906.gpx
97341d80-0575-4916-878a-8ce4b0421705,2020-05-03 10:54:14,Running,,3.76,35:32,9:27,6.35,401.0,246,,"","With J.  Felt pretty good .  No compressors ",2020-05-03-105414.gpx
