Activity Id,Date,Type,Route Name,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
a044b26e-5a95-4fda-9093-da9222139c23,2020-05-02 14:13:59,Cycling,,15.58,1:10:49,4:33,13.20,508.0,586,,"","Biked with sDinges",2020-05-02-141359.gpx
64b231d2-7e5b-4db1-91b0-16a8acc3b979,2020-04-29 16:28:21,Running,,3.12,28:06,9:01,6.65,314.0,93,,"","Outside , with J.  Right calf twinge",2020-04-29-162821.gpx
4bda7172-cd37-454b-9641-a674ab6efdb9,2020-04-27 16:59:52,Cycling,,10.21,42:41,4:11,14.35,345.0,353,,"","First ride outside of the year ",2020-04-27-165952.gpx
5c0b44c9-2993-4613-8278-753a67b9a430,2020-04-26 16:03:06,Running,,3.10,28:40,9:14,6.49,322.0,89,,"","",2020-04-26-160306.gpx
8627eb07-e215-4f03-9051-6ea38d6634a7,2020-04-24 16:35:01,Running,,3.12,25:56,8:19,7.22,322.0,100,,"","Outside , no compressors ",2020-04-24-163501.gpx
c0af7476-31a3-4b84-adfb-4a14a2ec3caf,2020-04-22 17:16:25,Running,,3.20,34:06,10:39,5.63,329.0,86,,"","With Soc ",2020-04-22-171625.gpx
16df3d1c-cca9-43f5-8b03-0dd86b40e081,2020-04-18 13:04:11,Running,,3.10,27:10,8:46,6.84,323.0,132,,"","Outside.  Left quad slightly odd, same with right it band ",2020-04-18-130411.gpx
1b48d603-2b17-42b1-8d38-640790ca89ef,2020-04-06 16:54:34,Running,,3.62,34:16,9:28,6.34,383.0,178,,"","",2020-04-06-165434.gpx
297aad39-c855-47ea-9aa5-951312ea7673,2020-04-01 18:11:47,Running,,3.51,29:56,8:32,7.03,360.0,99,,"","",2020-04-01-181147.gpx
a498e0ff-d26d-4138-b115-446a4b96b9e8,2020-03-30 17:49:36,Running,,3.10,24:29,7:54,7.60,320.0,104,,"","",2020-03-30-174936.gpx
13d4e730-e3de-4cdc-80c7-f9417d450c9b,2020-03-26 17:16:00,Running,,3.05,24:57,8:12,7.32,312.0,84,,"","",2020-03-26-171600.gpx
00ca3ad4-3a0b-4cf6-9b3c-a48792183654,2020-03-20 13:35:46,Running,,0.92,7:45,8:26,7.12,95.0,21,,"","",2020-03-20-133546.gpx
f001151e-a7fb-4652-8cb5-cacfe8ca82fc,2020-03-17 16:33:04,Running,,1.72,13:53,8:04,7.44,177.0,23,,"","",2020-03-17-163304.gpx
f8c58c20-ed0a-40cc-850f-c2fed2912c9e,2020-03-08 14:03:44,Running,,3.01,27:52,9:17,6.47,304.0,59,,"","Left quad tired later.  Left side it band hurting and the right side later.  First run outside in a while. NC",2020-03-08-140344.gpx
6d53dcd4-f229-4609-ba02-e4a304a31172,2019-11-28 10:29:46,Running,,3.01,26:15,8:44,6.87,305.0,53,,"","Side of left leg felt a little cramp towards end ",2019-11-28-102946.gpx
8d7630de-6122-4747-9cba-994ed60d5769,2019-10-26 16:24:37,Running,,1.88,20:08,10:43,5.60,184.0,38,,"","",2019-10-26-162437.gpx
02da2117-4e98-42c7-8918-12ed4dbb1710,2019-09-30 17:20:58,Running,,1.82,14:24,7:55,7.58,186.0,34,,"","No compressors , hot, 84 F",2019-09-30-172058.gpx
355a62ad-2d23-49e0-bc0a-949952daf569,2019-09-23 18:03:16,Running,,2.53,23:54,9:27,6.35,259.0,51,,"","First run in a while without compressors",2019-09-23-180316.gpx
4c8f0b63-32d7-4369-a7ec-c683296bf6a4,2019-09-05 21:52:31,Running,,3.14,29:22,9:21,6.42,334.334488168849,0,,"","",
71d631d7-6fc8-473a-986a-8b6eeabfeb49,2019-09-02 16:30:43,Running,,3.14,28:51,9:11,6.53,322.0,95,,"","Chose to wear compressors for left quad.  Still wore on both sides.  Walked a couple times but had no pain.",2019-09-02-163043.gpx
163f43b1-2ce2-459e-9e9d-578ad9a37789,2019-08-22 18:23:07,Running,,2.15,22:24,10:27,5.74,214.0,41,,"","",2019-08-22-182307.gpx
5dd53924-96e8-43d9-a1a1-50989325e50c,2019-07-31 18:40:22,Running,,2.55,26:45,10:30,5.71,260.0,62,,"","",2019-07-31-184022.gpx
0692ae63-c82f-481f-aa91-1baa1d2cf90f,2019-07-28 18:07:03,Running,,1.79,16:41,9:19,6.44,180.0,36,,"","",2019-07-28-180703.gpx
f73cb615-c675-4b5b-8c0b-b414802df425,2019-07-25 18:32:00,Cycling,,15.38,1:12:58,4:45,12.65,501.0,749,,"","",2019-07-25-183200.gpx
c3567959-0a7d-41c7-9ab1-82e59ef5facf,2019-07-18 18:54:30,Running,,0.58,4:58,8:36,6.98,58.0,4,,"","",2019-07-18-185430.gpx
d4e485b5-fb61-4a66-9a27-b8b6d110e3c9,2019-07-13 13:02:17,Cycling,,18.63,1:30:56,4:53,12.29,665.0,521,,"","",2019-07-13-130217.gpx
708dff47-fa28-418b-af46-9dbbbdc950d8,2019-07-08 18:27:24,Running,,0.59,4:40,7:59,7.52,59.0,5,,"","",2019-07-08-182724.gpx
abe2f7f6-8d6d-40ab-8e92-63d5698442bf,2019-07-07 15:38:08,Cycling,,16.62,1:13:17,4:25,13.60,574.0,329,,"","",2019-07-07-153808.gpx
6e5409ee-24a8-4f40-9366-7f72a3734e1d,2019-06-30 16:36:07,Cycling,,19.04,1:25:20,4:29,13.39,670.0,385,,"","",2019-06-30-163607.gpx
cff9cde7-b58d-431e-889a-b395d8a5b147,2019-06-23 20:20:51,Running,,0.54,4:20,8:06,7.41,53.0,13,,"","",2019-06-23-202051.gpx
2953430d-c348-4c74-a3a3-9ac53bd49985,2019-06-12 19:11:02,Running,,1.97,18:40,9:28,6.34,201.0,40,,"","",2019-06-12-191102.gpx
aa8c7be1-1453-478e-9093-2dbf296fba3c,2019-06-08 13:26:32,Running,,1.91,15:54,8:20,7.20,195.0,34,,"","",2019-06-08-132632.gpx
1d2580e8-b181-4ea1-8172-749fefe51b59,2019-06-06 18:11:44,Cycling,,14.19,1:06:06,4:40,12.88,488.0,529,,"","",2019-06-06-181144.gpx
885e144f-bf85-4202-9df2-a1d0792ce61b,2019-06-02 10:40:36,Cycling,,18.25,1:26:05,4:43,12.72,599.0,578,,"","",2019-06-02-104036.gpx
f323655f-4745-40ea-abfe-f0a75fbce1f9,2019-05-30 18:39:03,Cycling,,9.66,49:03,5:05,11.81,324.0,414,,"","",2019-05-30-183903.gpx
3f9fceea-42fa-43c0-b56a-dbf9c1877402,2019-05-25 12:22:05,Running,,2.71,23:38,8:43,6.89,278.0,124,,"","",2019-05-25-122205.gpx
c4cc0c3b-3a4f-4d03-8f72-227e83553d0c,2019-05-12 15:37:28,Running,,0.58,4:51,8:19,7.21,59.0,3,,"","",2019-05-12-153728.gpx
036e248d-1d56-46f6-b900-0f872fba8cee,2019-05-10 18:03:44,Running,,2.02,18:36,9:13,6.50,207.0,40,,"","",2019-05-10-180344.gpx
a4be14ff-6ce8-4c99-a60f-4c519db1e08a,2019-05-10 17:11:50,Cycling,,9.79,41:00,4:11,14.32,352.0,174,,"","",2019-05-10-171150.gpx
4c3a9295-51d2-4463-8fb5-76c5903bed62,2019-05-04 09:54:20,Running,,2.62,21:48,8:20,7.20,258.0,30,,"","",2019-05-04-095420.gpx
abc92139-c6a8-4a75-aaf0-8b3c99e230fb,2019-04-28 14:34:51,Cycling,,11.46,48:55,4:16,14.06,401.0,229,,"J Alter,","First bike ride of the season ",2019-04-28-143451.gpx
1ac81bca-5ae6-45d1-bf49-4a1c70fec481,2019-04-26 17:12:29,Running,,0.78,6:45,8:41,6.92,79.0,7,,"","",2019-04-26-171229.gpx
1d4848ab-d7d1-4dbd-b629-40673c137272,2019-04-23 16:56:25,Running,,0.57,4:29,7:51,7.65,59.0,4,,"","",2019-04-23-165625.gpx
88eebd40-0be4-4eea-bad8-63f4ee7124ed,2019-04-21 16:26:10,Running,,0.59,4:33,7:45,7.73,60.0,5,,"","",2019-04-21-162610.gpx
6e7316c1-f67a-404c-87f4-7f3af02ac2c2,2019-04-20 09:53:48,Running,,0.59,4:45,8:01,7.48,60.0,5,,"","",2019-04-20-095348.gpx
54885452-df0c-43ed-b602-10392911d8d4,2019-04-19 16:51:15,Running,,0.55,4:35,8:18,7.22,56.0,3,,"","",2019-04-19-165115.gpx
f8cfce07-195f-4d88-8651-07dda5fd0679,2019-04-16 17:53:45,Running,,0.46,5:31,11:58,5.01,45.0,14,,"","",2019-04-16-175345.gpx
25e425af-40d9-4f2f-a648-343273dbb0d5,2019-04-16 16:54:34,Running,,0.59,4:29,7:37,7.88,59.0,5,,"","",2019-04-16-165434.gpx
8d5212ba-1c52-4794-907e-de17705b2261,2019-03-21 17:44:46,Walking,,0.44,8:45,19:51,3.02,35.0,25,,"","",2019-03-21-174446.gpx
e634b1e5-5962-41a5-8fd8-548e45cac3d3,2019-03-21 17:28:36,Running,,1.76,15:27,8:48,6.82,178.0,33,,"","",2019-03-21-172836.gpx
e2dc9502-3bdf-43de-a64c-c4607871c642,2018-09-11 17:45:30,Cycling,,18.10,1:14:54,4:08,14.50,626.0,425,,"","",2018-09-11-174530.gpx
58cc6b3a-7102-4b2f-a6d2-df60b6fbca07,2018-09-06 17:56:32,Cycling,,17.14,1:15:13,4:23,13.67,602.0,396,,"","",2018-09-06-175632.gpx
f3e43c55-316c-43f5-b722-683531acecd9,2018-09-05 18:18:29,Running,,2.02,15:49,7:51,7.64,204.0,37,,"","",2018-09-05-181829.gpx
4b779312-8d2e-4fe2-9abe-6237910e319e,2018-08-28 17:11:52,Running,,2.85,27:33,9:40,6.20,293.0,48,,"","",2018-08-28-171152.gpx
607ea912-0736-43fa-bde0-119cd8af1f81,2018-08-21 17:00:15,Running,,2.05,16:10,7:53,7.62,208.0,46,,"","",2018-08-21-170015.gpx
7c1ed618-3d51-4785-9f7b-b38522522140,2018-07-23 16:42:25,Running,,2.38,18:29,7:47,7.70,245.0,58,,"","It was good until my left quad started hurting from ultimate this past week",2018-07-23-164225.gpx
64f1e4c6-bad2-40e5-951e-245ce788b61b,2018-07-15 09:48:42,Cycling,,15.93,1:19:30,5:00,12.02,572.0,268,,"","",2018-07-15-094842.gpx
54d6f968-f857-4296-93fa-c1cc55c7deb6,2018-07-13 17:34:16,Running,,3.06,26:02,8:32,7.04,322.0,151,,"","",2018-07-13-173416.gpx
db0e305f-0772-4ed5-ac99-5382fb9efe88,2018-07-09 17:30:27,Running,,2.07,19:57,9:39,6.22,214.0,67,,"","",2018-07-09-173027.gpx
e3bc6637-40da-4fe0-8c7f-b75dc9d1f0b5,2018-07-09 16:41:21,Cycling,,9.34,39:57,4:17,14.03,321.0,239,,"","",2018-07-09-164121.gpx
c6b9e504-db43-4e2a-b7f7-e3fd7411c46f,2018-07-07 09:11:36,Running,,2.04,17:03,8:22,7.17,208.0,46,,"","",2018-07-07-091136.gpx
9b7c44f4-816a-44a0-85b6-11d1d85d028d,2018-06-26 18:06:50,Running,,1.18,8:36,7:19,8.20,109.0,25,,"","",2018-06-26-180650.gpx
9be65bcb-2872-49c1-8c3d-8a5e48ed7d7c,2018-06-20 17:44:51,Running,,2.57,25:14,9:50,6.10,269.0,92,,"","",2018-06-20-174451.gpx
76eeef5b-4c86-42de-8369-981f66f6007b,2018-06-12 17:08:04,Running,,2.58,20:10,7:50,7.66,269.0,98,,"","",2018-06-12-170804.gpx
73becfe4-937a-44dd-b2ae-d6d3397acc31,2018-05-21 17:11:14,Running,,1.59,12:07,7:37,7.88,164.0,34,,"","Left quad a little sore.  ;
4 days after first ultimate game ",2018-05-21-171114.gpx
cbfda2d0-091f-4534-817d-33d6e566763d,2018-05-07 17:22:10,Running,,2.07,15:34,7:31,7.99,212.0,37,,"","",2018-05-07-172210.gpx
4dcb288e-d948-42f0-96ea-0e9e18a173b4,2018-04-30 17:00:55,Running,,1.10,9:14,8:24,7.15,113.0,39,,"","Headache started ",2018-04-30-170055.gpx
bf952402-8a33-4687-b2de-9cc5e9afbf78,2018-04-25 17:33:10,Running,,2.74,24:22,8:54,6.75,284.0,95,,"","",2018-04-25-173310.gpx
d6c4309a-74e4-4b34-82bf-4db72d399e21,2018-03-16 15:15:05,Running,,1.99,16:46,8:26,7.11,210.0,107,,"","",2018-03-16-151505.gpx
3bf0c0eb-236b-4b82-b447-6e59423573c8,2018-03-14 18:39:28,Running,,0.82,6:50,8:24,7.14,83.0,16,,"","",2018-03-14-183928.gpx
ef841548-6d2b-455c-a474-2cdd38e7c21f,2018-03-14 17:42:38,Running,,0.91,7:08,7:53,7.62,93.0,26,,"","",2018-03-14-174238.gpx
c31ea071-0231-4df8-8bae-df7849f39089,2017-11-26 16:13:22,Running,,2.43,17:37,7:15,8.27,253.0,85,,"","",2017-11-26-161322.gpx
a8d4edcc-761f-439a-ace5-fd2a25fd1834,2017-10-25 15:54:29,Running,,3.00,23:35,7:53,7.62,295.0,100,,"","",2017-10-25-155429.gpx
1b952cf2-b8e6-413a-bff8-5a913d63fc5b,2017-10-22 16:15:51,Cycling,,15.92,1:05:14,4:06,14.64,532.0,532,,"","",2017-10-22-161551.gpx
01c45592-4299-438c-9e2a-b9d2f77bb704,2017-10-18 16:17:41,Running,,3.44,28:31,8:18,7.24,355.0,105,,"","",2017-10-18-161741.gpx
73793bd8-edfa-47b8-94b1-283a7c113f90,2017-10-16 17:59:10,Running,,3.15,24:42,7:50,7.66,334.0,151,,"","",2017-10-16-175910.gpx
4046241d-9f1b-4e2e-980f-27272f874251,2017-10-10 16:57:02,Running,,3.00,22:39,7:33,7.94,318.0,156,,"","",2017-10-10-165702.gpx
5264b246-58f4-40c5-a3de-042070a5a57f,2017-10-05 08:22:02,Running,,2.13,17:26,8:11,7.33,224.0,108,,"","",2017-10-05-082202.gpx
cf448843-9eae-4783-b6a6-67dd38010a85,2017-09-26 18:17:26,Running,,3.00,21:48,7:16,8.26,313.0,114,,"","",2017-09-26-181726.gpx
05739496-398c-4d93-9f9c-dd6fe0fa816f,2017-09-23 14:51:38,Cycling,,10.05,41:53,4:10,14.39,353.0,214,,"","",2017-09-23-145138.gpx
a9df3df7-86fa-416c-8535-75182d928a86,2017-09-22 10:12:45,Running,,2.44,22:50,9:22,6.41,254.0,88,,"","Quads were sore from lunges so I jogged slowed",2017-09-22-101245.gpx
82bf7e06-619c-4451-b9fe-717debc262ac,2017-09-14 11:01:31,Running,,2.53,19:48,7:51,7.65,274.0,212,,"","",2017-09-14-110131.gpx
5def7621-915e-4c6e-8079-a06bea6b16bd,2017-09-13 18:16:07,Cycling,,16.99,1:08:20,4:01,14.91,586.0,302,,"","",2017-09-13-181607.gpx
ebe6e83b-cfe8-494b-84ec-cb9b51624f30,2017-09-11 16:00:04,Running,,2.32,20:47,8:58,6.69,244.0,133,,"","",2017-09-11-160004.gpx
11dff897-bb4f-4db1-9a18-7b02ce7c687d,2017-09-09 14:53:51,Cycling,,11.34,55:33,4:54,12.24,386.0,245,,"","",2017-09-09-145351.gpx
f97d1177-db93-4e33-9193-f3852ff774b6,2017-09-08 18:55:53,Cycling,,11.76,50:07,4:16,14.08,406.0,217,,"","",2017-09-08-185553.gpx
a4e62da8-7507-4cc8-b7ac-f44e7f71c24a,2017-09-06 15:28:26,Running,,2.52,19:00,7:33,7.94,262.0,93,,"","",2017-09-06-152826.gpx
43a43779-6a1a-4fe2-8099-386b70ffd354,2017-09-04 11:56:53,Cycling,,7.90,48:19,6:07,9.80,243.0,301,,"","Biked with mom and dad so it was slower",2017-09-04-115653.gpx
f6d98a5f-9a98-47ae-bbda-c4dc336895ca,2017-09-01 16:58:02,Running,,0.45,5:45,12:56,4.64,42.0,8,,"","Cool down after a run",2017-09-01-165802.gpx
f2b1d707-3388-49fd-bc40-823c80d51986,2017-09-01 16:42:46,Running,,2.01,14:10,7:04,8.49,214.0,148,,"","",2017-09-01-164246.gpx
467572cc-df94-4462-8db3-b01a8d09e18b,2017-08-31 14:20:34,Running,,2.15,15:58,7:25,8.08,226.0,91,,"","",2017-08-31-142034.gpx
6eb9497c-6550-47a3-9ead-0553f853857f,2017-08-29 15:31:30,Cycling,,16.01,1:06:48,4:10,14.37,522.0,750,,"","",2017-08-29-153130.gpx
33fd4e84-1492-44c5-85e2-6403a250a34a,2017-08-27 14:30:25,Cycling,,16.02,1:04:22,4:01,14.93,559.0,338,,"","",2017-08-27-143025.gpx
1fa868d9-3830-4913-927a-25443febae95,2017-08-25 12:11:15,Cycling,,13.44,1:01:13,4:33,13.17,443.0,414,,"","",2017-08-25-121115.gpx
5c220a29-bb26-4cc1-9049-7bebb4b3e072,2017-08-22 12:25:46,Running,,3.53,28:41,8:08,7.38,367.0,121,,"","",2017-08-22-122546.gpx
8cc2a503-1d5a-427c-989e-f98a70a131dd,2017-08-11 16:36:33,Cycling,,20.29,1:32:36,4:34,13.14,678.0,837,,"","",2017-08-11-163633.gpx
e41da994-1917-495e-b448-a8c9d9d114ee,2017-08-09 11:18:12,Running,,2.76,24:25,8:51,6.78,292.0,305,,"","",2017-08-09-111812.gpx
4816e77d-5be4-4e90-8780-abef733a773e,2017-08-07 16:11:22,Cycling,,13.33,55:42,4:11,14.35,456.0,326,,"","",2017-08-07-161122.gpx
88657ab4-be59-443f-a0c1-a07aff5bd1fc,2017-08-06 16:24:08,Running,,2.50,19:29,7:48,7.70,261.0,81,,"","",2017-08-06-162408.gpx
9d0da373-9d88-49e8-b6b0-d6d8cff5d123,2017-07-28 18:20:43,Running,,2.02,16:58,8:25,7.12,207.0,74,,"","Slightly strained left quad, day after ultimate ",2017-07-28-182043.gpx
2484a458-3c88-4c5d-9d5a-0bfbfc4d7194,2017-07-22 18:20:32,Running,,2.67,29:10,10:55,5.50,288.0,397,,"","",2017-07-22-182032.gpx
3ff70ebd-8096-4126-90dd-c85359eea566,2017-07-17 15:05:57,Running,,4.00,30:37,7:39,7.84,410.0,59,,"","",2017-07-17-150557.gpx
9409a0be-17fe-417f-b19c-fe313e2199b3,2017-07-10 12:25:39,Cycling,,10.56,43:31,4:07,14.55,351.0,246,,"","",2017-07-10-122539.gpx
e1c3ca99-1085-4dbf-b46a-2abb28e8ae94,2017-07-10 11:53:55,Running,,1.86,14:05,7:35,7.91,188.0,17,,"","",2017-07-10-115355.gpx
28e4e43e-938c-4d91-b74c-a2b7faf00d98,2017-07-07 15:42:44,Cycling,,10.78,49:56,4:38,12.94,356.0,344,,"","",2017-07-07-154244.gpx
a79296d3-7b00-41a9-a257-705f8cb0dcca,2017-07-03 15:44:22,Running,,1.69,17:02,10:04,5.96,173.0,13,,"","",2017-07-03-154422.gpx
fe553e54-76e6-4f3c-954d-2ec03597bb93,2017-07-02 17:44:51,Running,,3.16,23:17,7:23,8.13,321.0,29,,"","First run after Australia ",2017-07-02-174451.gpx
5e4b2e55-2ea0-4316-98da-e1b5685c92f2,2017-06-29 18:23:20,Running,,2.00,17:14,8:36,6.98,212.0,162,,"","",2017-06-29-182320.gpx
40b15ab2-c4ff-41bd-9ced-6edf3c88afe1,2017-06-20 08:29:33,Running,,2.18,19:28,8:56,6.72,244.0,320,,"","",2017-06-20-082933.gpx
c851cb43-10f9-4473-bd8f-3aea5fb3cfc9,2017-06-11 07:52:54,Running,,2.01,15:18,7:38,7.87,212.0,88,,"","",2017-06-11-075254.gpx
607ce293-76dd-43d6-8518-374025fbc2a2,2017-06-04 19:25:12,Running,,3.23,24:01,7:27,8.05,338.0,145,,"","",2017-06-04-192512.gpx
189a2e1d-3e22-4082-bc44-a0c506144bfe,2017-06-02 14:06:30,Running,,2.18,21:20,9:47,6.13,236.0,248,,"","Left quad was sore from running 2 days ago but it didn't bother me during this run ",2017-06-02-140630.gpx
c531531b-82ce-4591-95b8-d8fcfaa2f351,2017-05-31 14:42:48,Running,,3.50,27:05,7:44,7.76,371.0,177,,"","",2017-05-31-144248.gpx
7aa9ef77-5f1c-407e-9838-e1e93276afd2,2017-05-24 08:04:07,Running,,1.84,13:50,7:31,7.99,190.0,49,,"","",2017-05-24-080407.gpx
2f779374-5126-4b5b-81ec-f2598b16204f,2017-05-18 18:17:14,Cycling,,16.45,1:07:43,4:07,14.57,574.0,467,,"","",2017-05-18-181714.gpx
408c0235-c1c6-46e2-8a08-e3fa08ffa3b3,2017-05-14 16:03:40,Cycling,,12.52,56:44,4:32,13.24,442.0,321,,"","",2017-05-14-160340.gpx
73109521-915e-44d8-ac14-6ee3d837290a,2017-05-10 08:55:55,Running,,1.53,16:56,11:03,5.43,162.0,129,,"","With sarah ",2017-05-10-085555.gpx
6fa275f6-0684-4501-b46b-b20951d347e4,2017-04-21 18:10:44,Running,,3.32,28:33,8:36,6.98,354.0,244,,"","",2017-04-21-181044.gpx
518ea554-f37a-44fa-b1a6-2a61a82ba0b8,2017-04-15 16:17:08,Cycling,,5.95,25:28,4:17,14.00,196.0,230,,"","",2017-04-15-161708.gpx
5838bf81-2b99-4d72-9f05-9996c5fdb7e1,2017-04-14 18:16:20,Running,,3.51,30:47,8:47,6.83,363.0,93,,"","",2017-04-14-181620.gpx
b5aafd21-8372-4858-aff7-63b800b95f34,2017-04-08 16:51:18,Running,,2.36,19:51,8:25,7.12,244.0,75,,"","",2017-04-08-165118.gpx
bc26327a-f7a8-474b-9bfb-c164ce8126d0,2017-04-04 18:09:19,Running,,2.04,16:05,7:53,7.62,210.0,41,,"","",2017-04-04-180919.gpx
c7d53c4e-50f7-4f44-a857-f304ef53b09f,2017-04-01 17:26:59,Running,,2.12,17:58,8:30,7.06,215.0,49,,"","",2017-04-01-172659.gpx
7e47bfbe-eb88-4e05-ae96-5ef0d1cab3e4,2017-03-27 17:48:42,Running,,2.78,22:54,8:15,7.27,291.0,162,,"","Top of right calf has been tight ",2017-03-27-174842.gpx
0f540862-b2f9-4882-8e2c-4eb5b4691c7a,2017-03-07 16:52:22,Running,,3.19,23:35,7:24,8.11,329.0,98,,"","",2017-03-07-165222.gpx
62044512-4886-48b2-992d-abe58e424039,2017-01-21 12:25:01,Running,,3.21,27:57,8:42,6.89,335.0,176,,"","",2017-01-21-122501.gpx
a8e0899a-a3b9-41ef-9d23-b65f8573f033,2016-12-11 15:10:26,Running,,4.42,41:19,9:21,6.42,469.0,278,,"","Snow run!!!",2016-12-11-151026.gpx
83636ba8-3d8b-4a21-b4a1-2aaf8f6c5bde,2016-11-29 16:02:06,Running,,0.88,7:46,8:52,6.77,99.0,122,,"","",2016-11-29-160206.gpx
fc4971eb-9735-478b-9e12-c4eb6d01a410,2016-11-12 14:00:54,Running,,4.41,38:35,8:46,6.85,459.0,266,,"","",2016-11-12-140054.gpx
8b6f9c47-7e53-4a5b-9119-21b25979c9d5,2016-11-06 15:20:26,Running,,1.76,20:12,11:30,5.22,160.0,59,,"","Did other exercises first so just ran to and from an open field",2016-11-06-152026.gpx
4b23ef70-5a7f-43eb-a0e5-e173784d553a,2016-11-05 12:42:37,Running,,4.01,31:59,7:58,7.52,422.0,273,,"","",2016-11-05-124237.gpx
dfadb709-88e1-4a5f-b3e9-692dcc1cc89e,2016-11-01 17:09:39,Running,,3.02,26:14,8:41,6.90,321.0,189,,"","",2016-11-01-170939.gpx
361d8d68-6e0e-4ce0-975b-d62336d83a2c,2016-10-22 13:08:11,Running,,3.55,31:23,8:51,6.78,362.0,83,,"","",2016-10-22-130811.gpx
90c22338-8081-4627-b50b-980b2ec16c48,2016-10-16 17:39:33,Running,,3.75,30:38,8:10,7.35,388.0,122,,"","",2016-10-16-173933.gpx
bd8fb2c7-082d-4c9a-b39a-2a3a0ff71d1c,2016-10-02 16:10:13,Running,,4.06,33:09,8:11,7.34,430.0,235,,"","",2016-10-02-161013.gpx
461eeff9-7d6b-4e78-9c34-a6eed1aad8c5,2016-09-29 17:05:11,Running,,3.23,25:05,7:46,7.73,339.0,174,,"","",2016-09-29-170511.gpx
dfe15e42-f46e-4826-a881-5f8d041c8def,2016-09-25 17:03:03,Running,,3.02,30:37,10:08,5.92,313.0,72,,"","Felt natious",2016-09-25-170303.gpx
5bee3d33-fe6f-40a9-9abf-1ee8c28208fb,2016-09-20 19:08:38,Running,,1.02,10:29,10:18,5.82,103.0,36,,"","",2016-09-20-190838.gpx
bddbb059-1300-419f-ba51-c060f3dcce76,2016-09-19 18:51:08,Running,,0.92,10:58,11:55,5.03,85.0,24,,"","",2016-09-19-185108.gpx
78e5a9ce-f3d6-4aa5-8890-b2be0942287d,2016-09-18 17:47:39,Walking,,0.20,5:03,24:46,2.42,17.0,27,,"","",2016-09-18-174739.gpx
09367927-c40e-4f20-a64f-b7c38ecacd9f,2016-09-18 17:11:28,Running,,2.58,20:10,7:49,7.68,282.0,229,,"","",2016-09-18-171128.gpx
1af7e65e-9444-48b5-9837-a47e7d760a55,2016-09-14 17:49:20,Running,,4.02,29:42,7:24,8.11,427.0,254,,"","",2016-09-14-174920.gpx
f876bead-0537-41f1-8f3b-b68afa93b626,2016-09-11 18:46:52,Running,,2.09,19:15,9:14,6.50,215.0,133,,"","",2016-09-11-184652.gpx
ce1dff76-5146-4996-ad63-0b74e772edf1,2016-09-10 13:46:52,Running,,2.03,16:53,8:19,7.21,209.0,61,,"","Two days after quad cramp",2016-09-10-134652.gpx
59c303f8-f33a-498b-abd7-29443f0257b0,2016-09-05 18:01:17,Running,,4.04,36:10,8:58,6.70,422.0,225,,"","Tried to do a slower pace because I have ultimate the next day and caught Pokémon",2016-09-05-180117.gpx
57411f48-d149-4bdd-83d2-497904587eef,2016-09-03 16:19:24,Running,,2.90,26:04,9:00,6.66,306.0,180,,"","",2016-09-03-161924.gpx
c24ebba2-b87e-4570-8369-9bd1c0a7de18,2016-09-03 15:14:28,Cycling,,13.10,53:01,4:03,14.82,425.0,576,,"","",2016-09-03-151428.gpx
